,t,snr
0,0.07848167419433594,2.967295366912754
1,0.33043503761291504,2.9139901444923813
2,0.37079882621765137,2.9054951123813932
3,0.5171341896057129,2.874803552313142
4,0.6417162418365479,2.8488085595454193
5,0.7701129913330078,2.8221499854802268
6,0.8723907470703125,2.8010126769992336
7,0.9879555702209473,2.7772364336032274
8,1.1102359294891357,2.7522046795798776
9,1.2302682399749756,2.727761855383379
10,1.3518545627593994,2.703135255008206
11,1.4601757526397705,2.681310046760141
12,1.5843679904937744,2.656422445925963
13,1.700202226638794,2.6333424793534737
14,1.8145692348480225,2.6106827930410543
15,1.8967645168304443,2.5944770557338934
16,2.3533127307891846,2.5057151366587704
17,2.502603530883789,2.4771649367888253
18,2.565056324005127,2.465293002576942
19,2.677102565765381,2.4441007257116754
20,2.7731411457061768,2.4260468007767906
21,2.875990629196167,2.406827233599689
22,2.975372314453125,2.388369729938182
23,3.083862781524658,2.368350002698443
24,3.184021234512329,2.3499891666838373
25,3.287679672241211,2.3311108529637052
26,3.39316987991333,2.312030012626835
27,3.4951016902923584,2.2937197939757366
28,3.5997684001922607,2.275049572326837
29,3.696920871734619,2.2578399713859545
30,3.8206963539123535,2.236083867590213
31,3.9342381954193115,2.216295352308893
32,4.022711277008057,2.2009890352014403
33,4.1244056224823,2.1835188999945885
34,4.224744558334351,2.166412224427614
35,4.326391696929932,2.1492159717604875
36,4.423948526382446,2.1328391014336665
37,4.525118589401245,2.115988581106684
38,4.627817153930664,2.0990230139618697
39,4.7256669998168945,2.082990271259738
40,4.852402925491333,2.0624173552562564
41,4.9528257846832275,2.0462716155385436
42,5.069090127944946,2.027752430114726
43,5.20957612991333,2.0056256166539055
44,5.301381587982178,1.991315386549825
45,5.419739007949829,1.9730418656682969
46,5.5272510051727295,1.9566153200425995
47,5.636361598968506,1.9401136278396245
48,5.7370686531066895,1.925035022216214
49,5.839979410171509,1.9097782801451335
50,5.940791606903076,1.8949823226473712
51,6.0425403118133545,1.8801999680230455
52,6.138923645019531,1.866337825123456
53,6.237420082092285,1.8523139443801797
54,6.338483572006226,1.838074703920793
55,6.439104318618774,1.8240496609638717
56,6.539321422576904,1.8102321800887977
57,6.640041828155518,1.7964981511621536
58,6.752022981643677,1.7814093528655865
59,6.87068247795105,1.7656293310886941
60,6.976340055465698,1.751759910500444
61,7.078512191772461,1.7385113646304102
62,7.187191963195801,1.724595976758875
63,7.284790277481079,1.7122555544089924
64,7.3871026039123535,1.6994782500064538
65,7.482039928436279,1.687768188718489
66,7.582459211349487,1.675535627316261
67,7.682044744491577,1.6635611374839459
68,7.786957025527954,1.6511152459942757
69,7.886385440826416,1.6394805263309384
70,7.9863574504852295,1.6279402288387368
71,8.092516899108887,1.6158596287588374
72,8.19045352935791,1.604874055075542
73,8.291730165481567,1.5936750154654462
74,8.397366046905518,1.5821689623121535
75,8.531012296676636,1.5678686781356703
76,8.62190580368042,1.5583071839120366
77,8.720439672470093,1.5480924494502502
78,8.8226637840271,1.5376609090716467
79,8.924615383148193,1.5274255937585706
80,9.038094282150269,1.5162311393602503
81,9.141267776489258,1.506234743180796
82,9.241846323013306,1.4966563740355374
83,9.342916488647461,1.4871970995994395
84,9.442251920700073,1.4780624406757397
85,9.540671586990356,1.4691708114836866
86,9.64182996749878,1.4601966713025947
87,9.743415355682373,1.45135305257576
88,9.842442274093628,1.4428947456865127
89,9.96534013748169,1.432620924388816
90,10.054795742034912,1.425298473770483
91,10.154046773910522,1.4173278467183292
92,10.256108522415161,1.4093001331541468
93,10.355116128921509,1.4016761216891491
94,10.484365463256836,4.35562973215244
95,10.586497783660889,4.35562973215244
96,10.680604219436646,4.35562973215244
97,10.800416231155396,4.35562973215244
98,10.900346040725708,4.35562973215244
99,10.991919755935669,4.35562973215244
100,11.09366488456726,4.35562973215244
101,11.19420599937439,4.35562973215244
102,11.294532060623169,4.35562973215244
103,11.39393138885498,4.35562973215244
104,11.494568347930908,4.35562973215244
105,11.634006261825562,4.35562973215244
106,11.724619388580322,4.35562973215244
107,11.822717905044556,4.35562973215244
108,11.920937061309814,4.35562973215244
109,12.021283388137817,4.35562973215244
110,12.121456146240234,4.35562973215244
111,12.224970579147339,4.35562973215244
112,12.334475040435791,4.35562973215244
113,12.441087007522583,4.35562973215244
114,12.537674188613892,4.35562973215244
115,12.648674964904785,4.35562973215244
116,12.740601301193237,4.35562973215244
117,12.836971998214722,4.35562973215244
118,12.937998056411743,4.35562973215244
119,13.038051843643188,4.35562973215244
120,13.137401580810547,4.35562973215244
121,13.238012313842773,4.35562973215244
122,13.339122772216797,4.35562973215244
123,13.438704013824463,4.35562973215244
124,13.538394927978516,4.35562973215244
125,13.639081478118896,4.35562973215244
126,13.741132020950317,4.35562973215244
127,13.865469217300415,4.35562973215244
128,13.97116208076477,4.35562973215244
129,14.068018436431885,4.35562973215244
130,14.160396575927734,4.35562973215244
131,14.283988237380981,4.35562973215244
132,14.371345043182373,4.35562973215244
133,14.471717596054077,4.35562973215244
134,14.57411527633667,4.35562973215244
135,14.672663688659668,4.35562973215244
136,14.773541688919067,4.35562973215244
137,14.87667965888977,4.35562973215244
138,14.973370552062988,4.35562973215244
139,15.075749158859253,4.35562973215244
140,15.174761295318604,4.35562973215244
141,15.275790929794312,4.35562973215244
142,15.373095989227295,4.35562973215244
143,15.474198579788208,4.35562973215244
144,15.582918643951416,4.35562973215244
145,15.677880764007568,4.35562973215244
146,15.778342485427856,4.35562973215244
147,15.878297805786133,4.35562973215244
148,15.977814674377441,4.35562973215244
149,16.08149218559265,4.35562973215244
